EKG,T,,,,,
376,9248,,,,,
370,9259,,,,,
371,9269,,,,,
366,9279,,,,,
367,9289,,,,,
366,9300,,,,,
366,9311,,,,,
367,9321,,,,,
364,9331,,,,,
368,9341,,,,,
363,9352,,,,,
368,9363,,,,,
361,9373,,,,,
366,9383,,,,,
359,9394,,,,,
368,9404,,,,,
361,9414,,,,,
370,9424,,,,,
362,9436,,,,,
367,9446,,,,,
358,9456,,,,,
365,9466,,,,,
358,9477,,,,,
364,9487,,,,,
359,9498,,,,,
363,9508,,,,,
357,9519,,,,,
384,9529,,,,,
407,9539,,,,,
358,9549,,,,,
331,9560,,,,,
346,9571,,,,,
360,9581,,,,,
358,9591,,,,,
364,9602,,,,,
359,9612,,,,,
367,9622,,,,,
360,9633,,,,,
368,9644,,,,,
361,9654,,,,,
370,9664,,,,,
362,9674,,,,,
371,9684,,,,,
365,9696,,,,,
373,9706,,,,,
367,9716,,,,,
374,9726,,,,,
369,9737,,,,,
374,9747,,,,,
372,9757,,,,,
375,9768,,,,,
372,9779,,,,,
370,9789,,,,,
369,9799,,,,,
366,9809,,,,,
369,9820,,,,,
365,9831,,,,,
370,9841,,,,,
364,9851,,,,,
369,9862,,,,,
362,9872,,,,,
369,9882,,,,,
361,9892,,,,,
368,9904,,,,,
360,9914,,,,,
369,9924,,,,,
363,9934,,,,,
371,9945,,,,,
365,9955,,,,,
368,9966,,,,,
362,9976,,,,,
366,9987,,,,,
362,9997,,,,,
365,10007,,,,,
364,10018,,,,,
359,10031,,,,,
363,10042,,,,,
389,10053,,,,,
400,10064,,,,,
336,10076,,,,,
341,10087,,,,,
359,10099,,,,,
357,10110,,,,,
365,10122,,,,,
358,10133,,,,,
366,10144,,,,,
362,10156,,,,,
365,10168,,,,,
367,10179,,,,,
362,10190,,,,,
370,10202,,,,,
363,10213,,,,,
371,10224,,,,,
368,10236,,,,,
370,10248,,,,,
372,10259,,,,,
368,10270,,,,,
375,10281,,,,,
367,10293,,,,,
372,10305,,,,,
367,10316,,,,,
366,10328,,,,,
368,10339,,,,,
362,10350,,,,,
370,10362,,,,,
363,10374,,,,,
370,10385,,,,,
366,10396,,,,,
367,10407,,,,,
369,10419,,,,,
363,10431,,,,,
370,10442,,,,,
364,10454,,,,,
371,10465,,,,,
370,10476,,,,,
368,10487,,,,,
368,10500,,,,,
360,10511,,,,,
367,10522,,,,,
359,10533,,,,,
364,10545,,,,,
361,10556,,,,,
355,10568,,,,,
392,10579,,,,,
399,10591,,,,,
345,10602,,,,,
333,10613,,,,,
357,10625,,,,,
359,10637,,,,,
359,10648,,,,,
365,10659,,,,,
358,10671,,,,,
367,10682,,,,,
361,10694,,,,,
367,10705,,,,,
367,10717,,,,,
364,10728,,,,,
371,10739,,,,,
364,10750,,,,,
373,10763,,,,,
369,10774,,,,,
373,10785,,,,,
373,10797,,,,,
370,10808,,,,,
375,10819,,,,,
365,10831,,,,,
370,10843,,,,,
363,10854,,,,,
366,10865,,,,,
366,10876,,,,,
361,10888,,,,,
368,10900,,,,,
359,10911,,,,,
367,10923,,,,,
362,10934,,,,,
364,10945,,,,,
364,10956,,,,,
359,10969,,,,,
367,10980,,,,,
361,10991,,,,,
370,11002,,,,,
367,11014,,,,,
366,11025,,,,,
367,11037,,,,,
361,11048,,,,,
369,11060,,,,,
362,11071,,,,,
368,11082,,,,,
362,11095,,,,,
375,11106,,,,,
420,11117,,,,,
366,11128,,,,,
336,11140,,,,,
348,11151,,,,,
365,11163,,,,,
364,11174,,,,,
364,11186,,,,,
369,11197,,,,,
363,11208,,,,,
370,11219,,,,,
364,11232,,,,,
370,11243,,,,,
369,11254,,,,,
368,11266,,,,,
372,11277,,,,,
366,11288,,,,,
375,11300,,,,,
368,11312,,,,,
374,11323,,,,,
375,11334,,,,,
372,11345,,,,,
374,11357,,,,,
363,11369,,,,,
369,11380,,,,,
361,11392,,,,,
366,11403,,,,,
365,11414,,,,,
361,11426,,,,,
366,11438,,,,,
358,11449,,,,,
365,11460,,,,,
359,11471,,,,,
363,11483,,,,,
362,11495,,,,,
359,11506,,,,,
366,11517,,,,,
360,11529,,,,,
368,11540,,,,,
361,11551,,,,,
363,11564,,,,,
362,11575,,,,,
358,11586,,,,,
364,11597,,,,,
357,11609,,,,,
363,11620,,,,,
363,11632,,,,,
407,11643,,,,,
377,11655,,,,,
325,11666,,,,,
346,11677,,,,,
353,11688,,,,,
363,11701,,,,,
360,11712,,,,,
363,11723,,,,,
366,11735,,,,,
361,11746,,,,,
369,11757,,,,,
361,11769,,,,,
369,11781,,,,,
366,11792,,,,,
368,11803,,,,,
372,11814,,,,,
367,11827,,,,,
376,11838,,,,,
369,11849,,,,,
377,11860,,,,,
374,11872,,,,,
371,11883,,,,,
371,11895,,,,,
361,11907,,,,,
367,11918,,,,,
359,11929,,,,,
365,11940,,,,,
363,11952,,,,,
362,11964,,,,,
365,11975,,,,,
358,11986,,,,,
366,11998,,,,,
358,12009,,,,,
364,12020,,,,,
363,12033,,,,,
361,12044,,,,,
367,12055,,,,,
360,12066,,,,,
365,12078,,,,,
356,12089,,,,,
361,12101,,,,,
360,12112,,,,,
358,12124,,,,,
362,12135,,,,,
351,12146,,,,,
372,12158,,,,,
403,12170,,,,,
360,12181,,,,,
327,12192,,,,,
344,12204,,,,,
360,12215,,,,,
353,12227,,,,,
362,12238,,,,,
358,12250,,,,,
362,12261,,,,,
363,12272,,,,,
359,12283,,,,,
367,12296,,,,,
359,12307,,,,,
368,12318,,,,,
364,12329,,,,,
368,12341,,,,,
369,12352,,,,,
365,12364,,,,,
373,12376,,,,,
366,12387,,,,,
373,12398,,,,,
366,12409,,,,,
365,12421,,,,,
364,12433,,,,,
358,12444,,,,,
366,12455,,,,,
357,12467,,,,,
365,12478,,,,,
361,12489,,,,,
362,12502,,,,,
363,12513,,,,,
358,12524,,,,,
364,12535,,,,,
356,12547,,,,,
364,12559,,,,,
361,12570,,,,,
362,12581,,,,,
365,12593,,,,,
357,12604,,,,,
363,12615,,,,,
355,12627,,,,,
362,12639,,,,,
359,12650,,,,,
359,12661,,,,,
358,12673,,,,,
370,12684,,,,,
411,12696,,,,,
