EKG,T,,,,,0
337,30817,,,,,
330,30828,,,,,
320,30839,,,,,
314,30851,,,,,
316,30863,,,,,
315,30874,,,,,
315,30885,,,,,
315,30897,,,,,
287,30908,,,,,
343,30919,,,,,
646,30931,,,,,
608,30943,,,,,
256,30954,,,,,
257,30965,,,,,
304,30977,,,,,
311,30988,,,,,
317,31000,,,,,
318,31011,,,,,
326,31023,,,,,
329,31034,,,,,
335,31045,,,,,
343,31056,,,,,
348,31069,,,,,
358,31080,,,,,
365,31091,,,,,
375,31102,,,,,
379,31114,,,,,
384,31125,,,,,
383,31137,,,,,
375,31149,,,,,
364,31160,,,,,
342,31171,,,,,
326,31182,,,,,
313,31195,,,,,
304,31206,,,,,
303,31217,,,,,
303,31228,,,,,
305,31240,,,,,
305,31251,,,,,
310,31263,,,,,
312,31275,,,,,
313,31286,,,,,
317,31297,,,,,
317,31308,,,,,
320,31320,,,,,
320,31332,,,,,
325,31343,,,,,
320,31354,,,,,
329,31366,,,,,
337,31377,,,,,
334,31388,,,,,
331,31400,,,,,
321,31412,,,,,
314,31423,,,,,
316,31434,,,,,
316,31446,,,,,
315,31457,,,,,
315,31469,,,,,
289,31480,,,,,
381,31492,,,,,
660,31503,,,,,
520,31514,,,,,
237,31525,,,,,
267,31538,,,,,
306,31549,,,,,
314,31560,,,,,
319,31571,,,,,
325,31583,,,,,
329,31595,,,,,
336,31606,,,,,
338,31618,,,,,
344,31629,,,,,
351,31640,,,,,
358,31651,,,,,
369,31664,,,,,
378,31675,,,,,
385,31686,,,,,
388,31697,,,,,
386,31709,,,,,
377,31720,,,,,
359,31732,,,,,
343,31744,,,,,
323,31755,,,,,
314,31766,,,,,
309,31777,,,,,
306,31789,,,,,
307,31801,,,,,
305,31812,,,,,
310,31823,,,,,
312,31835,,,,,
313,31846,,,,,
317,31857,,,,,
319,31869,,,,,
322,31881,,,,,
320,31892,,,,,
325,31903,,,,,
323,31915,,,,,
321,31927,,,,,
333,31938,,,,,
338,31949,,,,,
336,31961,,,,,
327,31972,,,,,
321,31983,,,,,
318,31995,,,,,
318,32007,,,,,
319,32018,,,,,
318,32029,,,,,
318,32040,,,,,
285,32052,,,,,
426,32064,,,,,
660,32075,,,,,
462,32087,,,,,
247,32098,,,,,
281,32109,,,,,
312,32120,,,,,
313,32133,,,,,
319,32144,,,,,
322,32155,,,,,
329,32166,,,,,
334,32178,,,,,
340,32189,,,,,
346,32201,,,,,
351,32212,,,,,
361,32224,,,,,
368,32235,,,,,
381,32246,,,,,
386,32258,,,,,
387,32270,,,,,
384,32281,,,,,
374,32292,,,,,
358,32304,,,,,
336,32315,,,,,
323,32327,,,,,
314,32338,,,,,
308,32350,,,,,
308,32361,,,,,
307,32372,,,,,
311,32384,,,,,
309,32396,,,,,
312,32407,,,,,
314,32418,,,,,
316,32430,,,,,
321,32441,,,,,
319,32452,,,,,
322,32464,,,,,
320,32476,,,,,
324,32487,,,,,
323,32498,,,,,
324,32509,,,,,
322,32521,,,,,
331,32533,,,,,
339,32544,,,,,
337,32556,,,,,
330,32567,,,,,
321,32578,,,,,
317,32589,,,,,
321,32602,,,,,
320,32613,,,,,
319,32624,,,,,
315,32635,,,,,
288,32647,,,,,
429,32659,,,,,
660,32670,,,,,
459,32681,,,,,
244,32693,,,,,
281,32704,,,,,
310,32715,,,,,
314,32728,,,,,
319,32739,,,,,
325,32750,,,,,
332,32761,,,,,
334,32773,,,,,
341,32784,,,,,
345,32796,,,,,
353,32807,,,,,
360,32819,,,,,
369,32830,,,,,
380,32841,,,,,
383,32852,,,,,
386,32865,,,,,
383,32876,,,,,
376,32887,,,,,
360,32899,,,,,
340,32910,,,,,
325,32921,,,,,
313,32933,,,,,
307,32945,,,,,
307,32956,,,,,
308,32967,,,,,
310,32978,,,,,
311,32990,,,,,
313,33002,,,,,
313,33013,,,,,
316,33025,,,,,
316,33036,,,,,
318,33047,,,,,
318,33059,,,,,
317,33071,,,,,
320,33082,,,,,
320,33093,,,,,
323,33104,,,,,
323,33116,,,,,
320,33128,,,,,
330,33139,,,,,
338,33150,,,,,
337,33162,,,,,
329,33173,,,,,
320,33184,,,,,
316,33197,,,,,
317,33208,,,,,
317,33219,,,,,
319,33230,,,,,
319,33242,,,,,
289,33253,,,,,
403,33265,,,,,
660,33276,,,,,
480,33288,,,,,
236,33299,,,,,
272,33310,,,,,
310,33321,,,,,
313,33334,,,,,
320,33345,,,,,
324,33356,,,,,
328,33368,,,,,
333,33379,,,,,
337,33391,,,,,
346,33402,,,,,
350,33414,,,,,
361,33425,,,,,
370,33436,,,,,
379,33447,,,,,
387,33460,,,,,
388,33471,,,,,
385,33482,,,,,
377,33494,,,,,
364,33505,,,,,
344,33516,,,,,
327,33528,,,,,
316,33540,,,,,
309,33551,,,,,
307,33562,,,,,
306,33573,,,,,
310,33585,,,,,
311,33597,,,,,
311,33608,,,,,
314,33619,,,,,
316,33631,,,,,
319,33642,,,,,
317,33653,,,,,
321,33666,,,,,
320,33677,,,,,
318,33688,,,,,
321,33699,,,,,
318,33711,,,,,
321,33722,,,,,
320,33734,,,,,
321,33745,,,,,
333,33757,,,,,
338,33768,,,,,
334,33779,,,,,
326,33792,,,,,
319,33803,,,,,
316,33814,,,,,
319,33825,,,,,
317,33837,,,,,
319,33848,,,,,
312,33860,,,,,
299,33871,,,,,
494,33883,,,,,
659,33894,,,,,
354,33905,,,,,
241,33916,,,,,
287,33929,,,,,
311,33940,,,,,
315,33951,,,,,
324,33963,,,,,
327,33974,,,,,
333,33985,,,,,
334,33997,,,,,
342,34009,,,,,
350,34020,,,,,
355,34031,,,,,
367,34042,,,,,
374,34054,,,,,
383,34066,,,,,
385,34077,,,,,
389,34088,,,,,
387,34100,,,,,
379,34111,,,,,
362,34123,,,,,
342,34135,,,,,
326,34146,,,,,
312,34157,,,,,
310,34168,,,,,
308,34180,,,,,
305,34192,,,,,
309,34203,,,,,
310,34214,,,,,
314,34226,,,,,
314,34237,,,,,
317,34248,,,,,
319,34260,,,,,
318,34272,,,,,
320,34283,,,,,
321,34294,,,,,
323,34306,,,,,
322,34317,,,,,
321,34329,,,,,
321,34340,,,,,
333,34352,,,,,
336,34363,,,,,
331,34374,,,,,
323,34385,,,,,
316,34398,,,,,
313,34409,,,,,
315,34420,,,,,
316,34432,,,,,
319,34443,,,,,
307,34454,,,,,
307,34466,,,,,
538,34478,,,,,
650,34489,,,,,
288,34500,,,,,
231,34511,,,,,
289,34524,,,,,
311,34535,,,,,
319,34546,,,,,
325,34557,,,,,
326,34569,,,,,
334,34580,,,,,
337,34592,,,,,
345,34604,,,,,
349,34615,,,,,
358,34626,,,,,
367,34637,,,,,
377,34649,,,,,
387,34661,,,,,
389,34672,,,,,
392,34683,,,,,
386,34695,,,,,
376,34706,,,,,
356,34717,,,,,
335,34729,,,,,
320,34741,,,,,
311,34752,,,,,
306,34763,,,,,
303,34775,,,,,
306,34786,,,,,
307,34798,,,,,
308,34809,,,,,
310,34821,,,,,
314,34832,,,,,
317,34843,,,,,
318,34855,,,,,
319,34867,,,,,
319,34878,,,,,
321,34889,,,,,
323,34900,,,,,
323,34912,,,,,
324,34924,,,,,
334,34935,,,,,
337,34947,,,,,
332,34958,,,,,
322,34969,,,,,
317,34980,,,,,
315,34993,,,,,
318,35004,,,,,
316,35015,,,,,
318,35026,,,,,
309,35038,,,,,
300,35049,,,,,
510,35061,,,,,
655,35073,,,,,
327,35084,,,,,
237,35095,,,,,
292,35106,,,,,
311,35118,,,,,
315,35130,,,,,
322,35141,,,,,
326,35152,,,,,
333,35164,,,,,
337,35175,,,,,
345,35186,,,,,
351,35198,,,,,
357,35210,,,,,
364,35221,,,,,
373,35232,,,,,
382,35244,,,,,
385,35256,,,,,
389,35267,,,,,
383,35278,,,,,
372,35290,,,,,
357,35301,,,,,
336,35312,,,,,
321,35324,,,,,
312,35336,,,,,
310,35347,,,,,
309,35358,,,,,
310,35369,,,,,
313,35381,,,,,
313,35393,,,,,
315,35404,,,,,
315,35416,,,,,
319,35427,,,,,
319,35438,,,,,
320,35449,,,,,
323,35462,,,,,
322,35473,,,,,
326,35484,,,,,
321,35495,,,,,
335,35507,,,,,
339,35518,,,,,
337,35530,,,,,
327,35542,,,,,
318,35553,,,,,
317,35564,,,,,
317,35575,,,,,
320,35588,,,,,
317,35599,,,,,
313,35610,,,,,
291,35621,,,,,
443,35633,,,,,
660,35644,,,,,
415,35656,,,,,
237,35667,,,,,
280,35679,,,,,
310,35690,,,,,
315,35701,,,,,
318,35713,,,,,
324,35725,,,,,
327,35736,,,,,
334,35747,,,,,
339,35759,,,,,
345,35770,,,,,
354,35781,,,,,
360,35793,,,,,
372,35805,,,,,
378,35816,,,,,
386,35827,,,,,
385,35838,,,,,
383,35850,,,,,
374,35862,,,,,
357,35873,,,,,
340,35885,,,,,
322,35896,,,,,
312,35907,,,,,
307,35918,,,,,
307,35931,,,,,
308,35942,,,,,
309,35953,,,,,
311,35964,,,,,
311,35976,,,,,
313,35988,,,,,
316,35999,,,,,
317,36011,,,,,
320,36022,,,,,
319,36033,,,,,
323,36044,,,,,
322,36057,,,,,
322,36068,,,,,
332,36079,,,,,
336,36090,,,,,
334,36102,,,,,
326,36113,,,,,
319,36125,,,,,
315,36136,,,,,
315,36148,,,,,
315,36159,,,,,
316,36170,,,,,
313,36182,,,,,
285,36194,,,,,
445,36205,,,,,
660,36216,,,,,
408,36228,,,,,
235,36239,,,,,
277,36250,,,,,
309,36262,,,,,
311,36274,,,,,
319,36285,,,,,
323,36296,,,,,
328,36307,,,,,
333,36320,,,,,
339,36331,,,,,
346,36342,,,,,
351,36354,,,,,
363,36365,,,,,
369,36376,,,,,
378,36388,,,,,
381,36400,,,,,
384,36411,,,,,
384,36422,,,,,
373,36433,,,,,
360,36445,,,,,
339,36457,,,,,
324,36468,,,,,
313,36480,,,,,
308,36491,,,,,
309,36502,,,,,
309,36513,,,,,
312,36526,,,,,
311,36537,,,,,
313,36548,,,,,
313,36559,,,,,
315,36571,,,,,
317,36582,,,,,
319,36594,,,,,
323,36605,,,,,
321,36617,,,,,
326,36628,,,,,
335,36639,,,,,
337,36651,,,,,
336,36663,,,,,
324,36674,,,,,
319,36685,,,,,
315,36697,,,,,
320,36708,,,,,
318,36720,,,,,
316,36731,,,,,
308,36743,,,,,
293,36754,,,,,
515,36765,,,,,
657,36776,,,,,
310,36789,,,,,
230,36800,,,,,
290,36811,,,,,
314,36823,,,,,
316,36834,,,,,
324,36845,,,,,
326,36857,,,,,
335,36869,,,,,
340,36880,,,,,
346,36891,,,,,
352,36902,,,,,
356,36914,,,,,
368,36926,,,,,
376,36937,,,,,
383,36948,,,,,
389,36960,,,,,
389,36971,,,,,
384,36982,,,,,
373,36995,,,,,
361,37006,,,,,
336,37017,,,,,
322,37028,,,,,
313,37040,,,,,
309,37052,,,,,
309,37063,,,,,
307,37074,,,,,
311,37086,,,,,
312,37097,,,,,
315,37108,,,,,
318,37121,,,,,
320,37132,,,,,
323,37143,,,,,
326,37154,,,,,
327,37166,,,,,
332,37177,,,,,
341,37189,,,,,
338,37200,,,,,
333,37212,,,,,
322,37223,,,,,
313,37234,,,,,
317,37245,,,,,
315,37258,,,,,
316,37269,,,,,
316,37280,,,,,
289,37292,,,,,
341,37303,,,,,
622,37314,,,,,
543,37326,,,,,
227,37338,,,,,
253,37349,,,,,
305,37360,,,,,
312,37371,,,,,
317,37383,,,,,
321,37395,,,,,
328,37406,,,,,
333,37417,,,,,
337,37429,,,,,
344,37440,,,,,
350,37452,,,,,
359,37464,,,,,
368,37475,,,,,
377,37486,,,,,
381,37497,,,,,
385,37509,,,,,
385,37521,,,,,
378,37532,,,,,
364,37543,,,,,
343,37555,,,,,
328,37566,,,,,
316,37577,,,,,
310,37590,,,,,
308,37601,,,,,
308,37612,,,,,
309,37623,,,,,
310,37635,,,,,
314,37646,,,,,
314,37658,,,,,
318,37669,,,,,
319,37681,,,,,
322,37692,,,,,
325,37703,,,,,
333,37714,,,,,
339,37727,,,,,
335,37738,,,,,
331,37749,,,,,
321,37761,,,,,
314,37772,,,,,
315,37784,,,,,
315,37795,,,,,
316,37807,,,,,
314,37818,,,,,
277,37829,,,,,
372,37840,,,,,
657,37853,,,,,
493,37864,,,,,
235,37875,,,,,
272,37886,,,,,
307,37898,,,,,
313,37909,,,,,
319,37921,,,,,
321,37933,,,,,
329,37944,,,,,
333,37955,,,,,
340,37966,,,,,
345,37978,,,,,
353,37990,,,,,
358,38001,,,,,
368,38012,,,,,
379,38024,,,,,
380,38035,,,,,
384,38046,,,,,
380,38059,,,,,
373,38070,,,,,
358,38081,,,,,
340,38092,,,,,
326,38104,,,,,
314,38115,,,,,
309,38127,,,,,
307,38138,,,,,
308,38150,,,,,
308,38161,,,,,
309,38172,,,,,
313,38184,,,,,
314,38196,,,,,
318,38207,,,,,
319,38218,,,,,
324,38230,,,,,
322,38241,,,,,
329,38253,,,,,
337,38264,,,,,
335,38276,,,,,
331,38287,,,,,
319,38298,,,,,
316,38309,,,,,
313,38322,,,,,
314,38333,,,,,
316,38344,,,,,
314,38355,,,,,
288,38367,,,,,
335,38378,,,,,
624,38390,,,,,
572,38402,,,,,
247,38413,,,,,
262,38424,,,,,
303,38435,,,,,
312,38447,,,,,
316,38459,,,,,
323,38470,,,,,
328,38481,,,,,
331,38493,,,,,
340,38504,,,,,
344,38516,,,,,
350,38528,,,,,
358,38539,,,,,
368,38550,,,,,
374,38561,,,,,
380,38573,,,,,
385,38585,,,,,
382,38596,,,,,
376,38607,,,,,
360,38619,,,,,
344,38630,,,,,
329,38641,,,,,
313,38653,,,,,
310,38665,,,,,
308,38676,,,,,
309,38687,,,,,
310,38699,,,,,
312,38710,,,,,
313,38722,,,,,
315,38733,,,,,
317,38745,,,,,
318,38756,,,,,
324,38767,,,,,
322,38778,,,,,
323,38791,,,,,
337,38802,,,,,
338,38813,,,,,
333,38824,,,,,
322,38836,,,,,
316,38847,,,,,
312,38859,,,,,
314,38871,,,,,
315,38882,,,,,
315,38893,,,,,
303,38904,,,,,
283,38917,,,,,
506,38928,,,,,
656,38939,,,,,
320,38950,,,,,
239,38962,,,,,
291,38973,,,,,
310,38985,,,,,
312,38996,,,,,
319,39008,,,,,
324,39019,,,,,
329,39030,,,,,
336,39042,,,,,
341,39054,,,,,
348,39065,,,,,
355,39076,,,,,
366,39088,,,,,
372,39099,,,,,
380,39110,,,,,
384,39122,,,,,
385,39134,,,,,
380,39145,,,,,
370,39156,,,,,
353,39168,,,,,
330,39179,,,,,
317,39191,,,,,
312,39202,,,,,
305,39214,,,,,
308,39225,,,,,
305,39236,,,,,
307,39248,,,,,
307,39260,,,,,
311,39271,,,,,
313,39282,,,,,
315,39293,,,,,
319,39305,,,,,
320,39317,,,,,
323,39328,,,,,
325,39340,,,,,
336,39351,,,,,
337,39362,,,,,
329,39373,,,,,
321,39386,,,,,
316,39397,,,,,
316,39408,,,,,
316,39419,,,,,
314,39431,,,,,
315,39442,,,,,
295,39454,,,,,
307,39465,,,,,
571,39477,,,,,
628,39488,,,,,
262,39499,,,,,
241,39511,,,,,
294,39523,,,,,
310,39534,,,,,
315,39545,,,,,
320,39557,,,,,
326,39568,,,,,
330,39579,,,,,
337,39591,,,,,
343,39603,,,,,
349,39614,,,,,
358,39625,,,,,
366,39636,,,,,
377,39649,,,,,
384,39660,,,,,
387,39671,,,,,
387,39683,,,,,
379,39694,,,,,
368,39705,,,,,
349,39717,,,,,
331,39729,,,,,
314,39740,,,,,
307,39751,,,,,
307,39762,,,,,
304,39774,,,,,
307,39786,,,,,
305,39797,,,,,
308,39809,,,,,
309,39820,,,,,
315,39831,,,,,
317,39842,,,,,
319,39855,,,,,
324,39866,,,,,
321,39877,,,,,
328,39888,,,,,
336,39900,,,,,
338,39911,,,,,
335,39923,,,,,
320,39934,,,,,
316,39946,,,,,
314,39957,,,,,
316,39968,,,,,
316,39981,,,,,
317,39992,,,,,
298,40003,,,,,
307,40014,,,,,
559,40026,,,,,
638,40037,,,,,
290,40049,,,,,
248,40060,,,,,
299,40072,,,,,
311,40083,,,,,
314,40094,,,,,
322,40105,,,,,
325,40118,,,,,
330,40129,,,,,
336,40140,,,,,
341,40152,,,,,
347,40163,,,,,
355,40174,,,,,
365,40186,,,,,
373,40198,,,,,
381,40209,,,,,
386,40220,,,,,
384,40231,,,,,
379,40243,,,,,
365,40255,,,,,
348,40266,,,,,
329,40278,,,,,
317,40289,,,,,
308,40300,,,,,
307,40311,,,,,
307,40324,,,,,
308,40335,,,,,
310,40346,,,,,
309,40357,,,,,
314,40369,,,,,
316,40381,,,,,
316,40392,,,,,
317,40403,,,,,
317,40415,,,,,
323,40426,,,,,
324,40437,,,,,
319,40450,,,,,
331,40461,,,,,
341,40472,,,,,
335,40483,,,,,
325,40495,,,,,
320,40506,,,,,
315,40518,,,,,
317,40529,,,,,
315,40541,,,,,
318,40552,,,,,
315,40563,,,,,
283,40574,,,,,
420,40587,,,,,
660,40598,,,,,
469,40609,,,,,
243,40621,,,,,
279,40632,,,,,
310,40643,,,,,
311,40655,,,,,
317,40667,,,,,
320,40678,,,,,
329,40689,,,,,
330,40700,,,,,
336,40713,,,,,
345,40724,,,,,
351,40735,,,,,
360,40747,,,,,
369,40758,,,,,
379,40769,,,,,
383,40781,,,,,
385,40793,,,,,
384,40804,,,,,
375,40815,,,,,
359,40826,,,,,
338,40838,,,,,
323,40850,,,,,
311,40861,,,,,
307,40872,,,,,
307,40884,,,,,
305,40895,,,,,
309,40906,,,,,
309,40919,,,,,
313,40930,,,,,
313,40941,,,,,
316,40952,,,,,
320,40964,,,,,
319,40975,,,,,
320,40987,,,,,
318,40998,,,,,
322,41010,,,,,
319,41021,,,,,
321,41032,,,,,
323,41043,,,,,
320,41056,,,,,
336,41067,,,,,
339,41078,,,,,
335,41090,,,,,
324,41101,,,,,
317,41113,,,,,
318,41124,,,,,
315,41136,,,,,
321,41147,,,,,
320,41158,,,,,
312,41169,,,,,
296,41182,,,,,
494,41193,,,,,
660,41204,,,,,
362,41216,,,,,
241,41227,,,,,
288,41238,,,,,
311,41250,,,,,
312,41262,,,,,
319,41273,,,,,
325,41284,,,,,
331,41295,,,,,
338,41307,,,,,
340,41319,,,,,
348,41330,,,,,
355,41341,,,,,
364,41353,,,,,
375,41364,,,,,
382,41375,,,,,
388,41388,,,,,
390,41399,,,,,
388,41410,,,,,
378,41421,,,,,
361,41433,,,,,
338,41445,,,,,
319,41456,,,,,
311,41467,,,,,
305,41479,,,,,
304,41490,,,,,
304,41501,,,,,
307,41513,,,,,
308,41525,,,,,
308,41536,,,,,
312,41547,,,,,
314,41559,,,,,
316,41570,,,,,
318,41582,,,,,
317,41593,,,,,
320,41605,,,,,
319,41616,,,,,
319,41627,,,,,
319,41638,,,,,
323,41651,,,,,
318,41662,,,,,
325,41673,,,,,
337,41684,,,,,
338,41696,,,,,
335,41707,,,,,
322,41719,,,,,
319,41731,,,,,
318,41742,,,,,
318,41753,,,,,
321,41764,,,,,
319,41776,,,,,
296,41788,,,,,
351,41799,,,,,
628,41810,,,,,
573,41822,,,,,
250,41833,,,,,
259,41845,,,,,
299,41857,,,,,
308,41868,,,,,
313,41879,,,,,
320,41890,,,,,
327,41902,,,,,
332,41914,,,,,
338,41925,,,,,
341,41936,,,,,
348,41948,,,,,
354,41959,,,,,
366,41970,,,,,
375,41982,,,,,
385,41994,,,,,
388,42005,,,,,
386,42016,,,,,
382,42028,,,,,
368,42039,,,,,
350,42051,,,,,
331,42062,,,,,
316,42074,,,,,
310,42085,,,,,
306,42096,,,,,
307,42107,,,,,
307,42120,,,,,
313,42131,,,,,
311,42142,,,,,
313,42153,,,,,
316,42165,,,,,
315,42177,,,,,
318,42188,,,,,
319,42200,,,,,
320,42211,,,,,
319,42222,,,,,
321,42233,,,,,
323,42246,,,,,
323,42257,,,,,
323,42268,,,,,
320,42279,,,,,
337,42291,,,,,
339,42302,,,,,
333,42314,,,,,
326,42326,,,,,
318,42337,,,,,
319,42348,,,,,
318,42359,,,,,
319,42371,,,,,
320,42383,,,,,
302,42394,,,,,
324,42405,,,,,
569,42417,,,,,
642,42428,,,,,
300,42439,,,,,
262,42451,,,,,
300,42463,,,,,
309,42474,,,,,
314,42485,,,,,
319,42497,,,,,
327,42508,,,,,
331,42520,,,,,
338,42531,,,,,
345,42543,,,,,
350,42554,,,,,
355,42565,,,,,
364,42577,,,,,
378,42589,,,,,
385,42600,,,,,
391,42611,,,,,
389,42622,,,,,
385,42634,,,,,
375,42646,,,,,
355,42657,,,,,
335,42669,,,,,
318,42680,,,,,
311,42691,,,,,
309,42702,,,,,
306,42715,,,,,
308,42726,,,,,
308,42737,,,,,
310,42748,,,,,
311,42760,,,,,
316,42771,,,,,
317,42783,,,,,
318,42795,,,,,
320,42806,,,,,
319,42817,,,,,
320,42828,,,,,
317,42840,,,,,
321,42852,,,,,
322,42863,,,,,
324,42874,,,,,
321,42886,,,,,
331,42897,,,,,
338,42909,,,,,
336,42920,,,,,
330,42932,,,,,
323,42943,,,,,
316,42954,,,,,
320,42966,,,,,
319,42978,,,,,
321,42989,,,,,
317,43000,,,,,
291,43012,,,,,
427,43023,,,,,
660,43034,,,,,
454,43046,,,,,
229,43058,,,,,
272,43069,,,,,
307,43080,,,,,
315,43091,,,,,
320,43103,,,,,
323,43115,,,,,
328,43126,,,,,
335,43138,,,,,
343,43149,,,,,
347,43160,,,,,
356,43171,,,,,
362,43184,,,,,
369,43195,,,,,
380,43206,,,,,
388,43217,,,,,
395,43229,,,,,
390,43240,,,,,
383,43252,,,,,
367,43264,,,,,
345,43275,,,,,
326,43286,,,,,
311,43297,,,,,
305,43310,,,,,
300,43321,,,,,
304,43332,,,,,
304,43343,,,,,
305,43355,,,,,
308,43366,,,,,
307,43378,,,,,
312,43389,,,,,
313,43401,,,,,
315,43412,,,,,
318,43423,,,,,
319,43435,,,,,
322,43447,,,,,
319,43458,,,,,
321,43469,,,,,
319,43481,,,,,
329,43492,,,,,
335,43503,,,,,
332,43515,,,,,
323,43527,,,,,
317,43538,,,,,
316,43549,,,,,
313,43560,,,,,
316,43572,,,,,
318,43584,,,,,
310,43595,,,,,
293,43607,,,,,
473,43618,,,,,
660,43629,,,,,
365,43641,,,,,
227,43653,,,,,
278,43664,,,,,
310,43675,,,,,
317,43686,,,,,
320,43698,,,,,
326,43710,,,,,
332,43721,,,,,
336,43732,,,,,
343,43744,,,,,
349,43755,,,,,
358,43766,,,,,
367,43779,,,,,
378,43790,,,,,
387,43801,,,,,
394,43812,,,,,
395,43824,,,,,
392,43835,,,,,
383,43847,,,,,
365,43858,,,,,
350,43870,,,,,
328,43881,,,,,
318,43892,,,,,
314,43904,,,,,
312,43916,,,,,
314,43927,,,,,
315,43938,,,,,
319,43950,,,,,
315,43961,,,,,
321,43972,,,,,
323,43984,,,,,
325,43996,,,,,
331,44007,,,,,
329,44018,,,,,
333,44029,,,,,
335,44042,,,,,
337,44053,,,,,
332,44064,,,,,
340,44076,,,,,
350,44087,,,,,
348,44098,,,,,
345,44110,,,,,
331,44122,,,,,
330,44133,,,,,
331,44144,,,,,
330,44155,,,,,
333,44167,,,,,
334,44179,,,,,
309,44190,,,,,
389,44201,,,,,
660,44213,,,,,
561,44224,,,,,
245,44235,,,,,
276,44248,,,,,
319,44259,,,,,
329,44270,,,,,
333,44281,,,,,
340,44293,,,,,
345,44304,,,,,
350,44316,,,,,
357,44327,,,,,
362,44339,,,,,
370,44350,,,,,
374,44361,,,,,
386,44374,,,,,
396,44385,,,,,
403,44396,,,,,
411,44407,,,,,
407,44419,,,,,
400,44430,,,,,
383,44442,,,,,
363,44453,,,,,
343,44465,,,,,
331,44476,,,,,
325,44487,,,,,
323,44498,,,,,
325,44511,,,,,
321,44522,,,,,
321,44533,,,,,
323,44545,,,,,
326,44556,,,,,
330,44567,,,,,
330,44579,,,,,
337,44591,,,,,
335,44602,,,,,
335,44613,,,,,
338,44624,,,,,
335,44636,,,,,
342,44648,,,,,
347,44659,,,,,
350,44670,,,,,
343,44682,,,,,
334,44693,,,,,
329,44704,,,,,
327,44717,,,,,
328,44728,,,,,
327,44739,,,,,
330,44750,,,,,
308,44762,,,,,
350,44774,,,,,
623,44785,,,,,
603,44796,,,,,
254,44808,,,,,
259,44819,,,,,
310,44830,,,,,
324,44843,,,,,
333,44854,,,,,
343,44865,,,,,
348,44876,,,,,
352,44888,,,,,
354,44899,,,,,
361,44911,,,,,
367,44922,,,,,
373,44934,,,,,
380,44945,,,,,
386,44956,,,,,
398,44967,,,,,
399,44980,,,,,
397,44991,,,,,
390,45002,,,,,
375,45014,,,,,
357,45025,,,,,
334,45036,,,,,
319,45048,,,,,
312,45060,,,,,
310,45071,,,,,
307,45082,,,,,
304,45093,,,,,
307,45106,,,,,
309,45117,,,,,
313,45128,,,,,
311,45139,,,,,
312,45151,,,,,
311,45162,,,,,
314,45174,,,,,
319,45186,,,,,
320,45197,,,,,
323,45208,,,,,
324,45219,,,,,
330,45231,,,,,
324,45243,,,,,
315,45254,,,,,
311,45265,,,,,
305,45277,,,,,
306,45288,,,,,
307,45299,,,,,
306,45312,,,,,
302,45323,,,,,
277,45334,,,,,
433,45345,,,,,
656,45357,,,,,
381,45368,,,,,
216,45380,,,,,
268,45391,,,,,
297,45403,,,,,
297,45414,,,,,
305,45425,,,,,
308,45436,,,,,
316,45449,,,,,
318,45460,,,,,
326,45471,,,,,
330,45483,,,,,
336,45494,,,,,
346,45506,,,,,
355,45517,,,,,
367,45529,,,,,
369,45540,,,,,
373,45551,,,,,
368,45562,,,,,
360,45575,,,,,
345,45586,,,,,
324,45597,,,,,
309,45608,,,,,
297,45620,,,,,
294,45631,,,,,
291,45643,,,,,
293,45655,,,,,
295,45666,,,,,
294,45677,,,,,
299,45688,,,,,
299,45700,,,,,
304,45712,,,,,
305,45723,,,,,
306,45734,,,,,
309,45746,,,,,
307,45757,,,,,
311,45768,,,,,
319,45780,,,,,
326,45792,,,,,
323,45803,,,,,
317,45814,,,,,
307,45826,,,,,
302,45838,,,,,
304,45849,,,,,
305,45860,,,,,
306,45872,,,,,
305,45883,,,,,
276,45894,,,,,
366,45906,,,,,
640,45918,,,,,
506,45929,,,,,
229,45940,,,,,
261,45952,,,,,
297,45963,,,,,
300,45975,,,,,
308,45986,,,,,
313,45998,,,,,
318,46009,,,,,
323,46020,,,,,
329,46031,,,,,
332,46044,,,,,
340,46055,,,,,
347,46066,,,,,
355,46077,,,,,
367,46089,,,,,
374,46100,,,,,
377,46112,,,,,
374,46124,,,,,
366,46135,,,,,
354,46146,,,,,
336,46157,,,,,
320,46169,,,,,
306,46181,,,,,
303,46192,,,,,
301,46203,,,,,
301,46215,,,,,
302,46226,,,,,
305,46238,,,,,
309,46249,,,,,
305,46261,,,,,
311,46272,,,,,
313,46283,,,,,
313,46295,,,,,
315,46307,,,,,
316,46318,,,,,
317,46329,,,,,
324,46341,,,,,
333,46352,,,,,
336,46363,,,,,
329,46375,,,,,
320,46387,,,,,
313,46398,,,,,
312,46409,,,,,
313,46420,,,,,
314,46432,,,,,
315,46444,,,,,
297,46455,,,,,
322,46467,,,,,
589,46478,,,,,
627,46489,,,,,
270,46500,,,,,
254,46513,,,,,
302,46524,,,,,
309,46535,,,,,
315,46546,,,,,
321,46558,,,,,
327,46570,,,,,
331,46581,,,,,
336,46593,,,,,
344,46604,,,,,
351,46615,,,,,
356,46626,,,,,
366,46639,,,,,
376,46650,,,,,
382,46661,,,,,
386,46672,,,,,
388,46684,,,,,
382,46695,,,,,
369,46707,,,,,
350,46718,,,,,
335,46730,,,,,
320,46741,,,,,
311,46752,,,,,
308,46764,,,,,
309,46776,,,,,
310,46787,,,,,
310,46798,,,,,
